

Measurement ID,7657
Battery Name,HR12-9
Battery Type,AGM VRLA
Circuit,Eis_080
Program,312 - UCT_AST9AH_EIS
Start Time,2024/05/15 16:17:36
End Time,2024/05/15 16:26:19
Test section,TS007467\EIS00001
Comment,UCT_AST_B04_+RT2
OrderNo,UCT002
Producer,ASTERION
Type,AGM VRLA
Nominal Voltage,12
Nominal Current,1
Nominal Capacity,9
Cells,6
Maximum Voltage,12.9
Gassing Voltage,14.4
Break Voltage,10.5
Charge Factor,0
Impedance,0
Cold Cranking Current,2.7
Energy Density,0
Comment,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,Status,U1,Zreal1,Zimg1,ActFreq,EisError,AACStart,MinIntervalTime,CountOfPeriods,VRelativ,AAmplitude,NomVal1,Phase1,U2,U3,Zreal2,Zreal3,Zimg2,Zimg3,NomVal2,Phase2,NomVal3,Phase3,EisStart,EisFinish,
[],[],[hh:mm:ss.ttt],[hh:mm:ss.ttt],[],[],[],[V],[A],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EisStart],[EisFinish],
3,MSG,00:00:00.000,00:00:05.048,0,0,UCT_AST9AH_EIS,StartFreq: 3.000 EndFreq: 3000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.048,0,0,UCT_AST9AH_EIS,MvIdeal:    36 AAcStart:  0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.048,0,0,UCT_AST9AH_EIS,Time: 10.000 Peri:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,EIS,00:00:32.774,00:00:37.822,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,3000.000,0,9,14,36,1,16.00000,12.50690,35.03423,4.54498,3000.000,0.00000,0.01,10.00,3,0,0.05,35.32781,7.39167,12.50766,12.50823,35.01375,35.01313,4.67284,4.61070,35.32419,7.60163,35.31540,7.50182,0,0,
3,EIS,00:00:49.809,00:00:54.857,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,2249.683,0,9,14,36,2,16.00000,12.50682,34.91922,2.84058,2232.558,0.00000,0.01,10.00,3,0,0.05,35.03457,4.65061,12.50679,12.50816,34.90472,34.90561,2.91983,2.87773,35.02663,4.78174,35.02403,4.71298,0,0,
3,EIS,00:01:07.055,00:01:12.103,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,1687.024,0,9,14,36,3,16.00000,12.50616,34.91700,1.54633,1684.211,0.00000,0.01,10.00,3,0,0.05,34.95122,2.53574,12.50725,12.50899,34.91738,34.91148,1.60854,1.57218,34.95441,2.63759,34.94686,2.57848,0,0,
3,EIS,00:01:24.191,00:01:29.239,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,1265.090,0,9,14,36,4,16.00000,12.50684,34.98033,0.43201,1263.158,0.00000,0.01,10.00,3,0,0.05,34.98299,0.70757,12.50834,12.50815,34.99137,34.99007,0.48963,0.46447,34.99479,0.80169,34.99315,0.76053,0,0,
3,EIS,00:01:41.806,00:01:46.854,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,948.683,0,9,14,36,5,16.00000,12.50693,35.13825,-0.47867,950.495,0.00000,0.01,10.00,3,0,0.05,35.14151,-0.78047,12.50829,12.50864,35.14818,35.13679,-0.42679,-0.44849,35.15077,-0.69569,35.13966,-0.73129,0,0,
3,EIS,00:01:59.216,00:02:04.264,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,711.412,0,9,14,36,6,16.00000,12.50641,35.37966,-1.24990,711.111,0.00000,0.01,10.00,3,0,0.05,35.40173,-2.02331,12.50730,12.50900,35.38550,35.38433,-1.22273,-1.22799,35.40662,-1.97904,35.40563,-1.98762,0,0,
