

Measurement ID,6897
Battery Name,HR12-9
Battery Type,AGM VRLA
Circuit,Eis_080
Program,312 - UCT_AST9AH_EIS
Start Time,2024/03/08 08:56:25
End Time,2024/03/08 09:05:02
Test section,EIS00001
Comment,UCT_AST_A05_0
OrderNo,UCT002
Producer,ASTERION
Type,AGM VRLA
Nominal Voltage,12
Nominal Current,1
Nominal Capacity,9
Cells,6
Maximum Voltage,12.9
Gassing Voltage,14.4
Break Voltage,10.5
Charge Factor,0
Impedance,0
Cold Cranking Current,2.7
Energy Density,0
Comment,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,Status,U1,Zreal1,Zimg1,ActFreq,EisError,AACStart,MinIntervalTime,CountOfPeriods,VRelativ,AAmplitude,NomVal1,Phase1,U2,U3,Zreal2,Zreal3,Zimg2,Zimg3,NomVal2,Phase2,NomVal3,Phase3,EisStart,EisFinish,
[],[],[hh:mm:ss.ttt],[hh:mm:ss.ttt],[],[],[],[V],[A],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EisStart],[EisFinish],
3,MSG,00:00:00.000,00:00:05.043,0,0,UCT_AST9AH_EIS,StartFreq: 5.000 EndFreq: 5000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.043,0,0,UCT_AST9AH_EIS,MvIdeal:    36 AAcStart:  0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.043,0,0,UCT_AST9AH_EIS,Time: 10.000 Peri:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,EIS,00:00:32.345,00:00:37.388,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,5000.000,0,9,14,36,1,16.00000,12.51110,18.84263,9.53402,5052.631,0.00000,0.01,10.00,3,0,0.05,21.11735,26.83855,12.51176,12.51283,18.81616,18.80307,9.38571,9.40919,21.02711,26.51053,21.02590,26.58371,0,0,
3,EIS,00:00:49.170,00:00:54.213,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,3749.471,0,9,14,36,2,16.00000,12.51113,18.83898,6.59447,3692.308,0.00000,0.01,10.00,3,0,0.05,19.95982,19.29229,12.51184,12.51299,18.81915,18.81975,6.49715,6.50645,19.90913,19.04679,19.91273,19.07152,0,0,
3,EIS,00:01:05.810,00:01:10.853,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,2811.707,0,9,14,36,3,16.00000,12.51116,18.97330,4.57757,2823.529,0.00000,0.01,10.00,3,0,0.05,19.51769,13.56419,12.51192,12.51301,18.96274,18.95527,4.49391,4.50723,19.48797,13.33235,19.48377,13.37554,0,0,
3,EIS,00:01:23.020,00:01:28.063,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,2108.483,0,9,14,36,4,16.00000,12.51114,19.15069,2.78064,2086.957,0.00000,0.01,10.00,3,0,0.05,19.35151,8.26150,12.51159,12.51303,19.15365,19.14528,2.72119,2.72610,19.34599,8.08600,19.33839,8.10388,0,0,
3,EIS,00:01:40.103,00:01:45.146,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,1581.139,0,9,14,36,5,16.00000,12.51120,19.35143,1.40994,1573.771,0.00000,0.01,10.00,3,0,0.05,19.40273,4.16721,12.51223,12.51302,19.35568,19.35623,1.36592,1.37232,19.40382,4.03664,19.40482,4.05538,0,0,
3,EIS,00:01:57.411,00:02:02.454,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,1185.687,0,9,14,36,6,16.00000,12.51054,19.62727,0.26376,1185.185,0.00000,0.01,10.00,3,0,0.05,19.62904,0.76991,12.51168,12.51309,19.62561,19.62839,0.23573,0.24079,19.62703,0.68816,19.62987,0.70285,0,0,
