

Measurement ID,6903
Battery Name,70Ah SLI battery
Battery Type,652
Circuit,UBT_004
Program,278 - Capacitytest
Start Time,2024/03/08 12:49:37
End Time,2024/03/11 04:38:51
Test section,TS006713
Comment,
OrderNo,CAPACITY TEST 70 AH
Producer,AutoX
Type,652
Nominal Voltage,12
Nominal Current,3.5
Nominal Capacity,70
Cells,6
Maximum Voltage,16
Gassing Voltage,18
Break Voltage,10.5
Charge Factor,0
Impedance,2
Cold Cranking Current,590
Energy Density,0
Comment,Lead-acid starter battery



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,AhAccu,AhCha,AhDch,
8,DCH,02:30:00.001,53:26:54.031,2,1,Capacitytest,12.84,-3.50,27.1,31.99,40.75,8.75,
8,DCH,02:45:00.001,53:41:54.031,2,1,Capacitytest,12.82,-3.50,27.4,31.12,40.75,9.63,
8,DCH,03:00:00.001,53:56:54.031,2,1,Capacitytest,12.81,-3.50,27.3,30.24,40.75,10.50,
8,DCH,03:15:00.002,54:11:54.032,2,1,Capacitytest,12.79,-3.49,27.1,29.37,40.75,11.38,
8,DCH,03:30:00.000,54:26:54.030,2,1,Capacitytest,12.78,-3.49,27.1,28.49,40.75,12.25,
8,DCH,03:45:00.001,54:41:54.031,2,1,Capacitytest,12.76,-3.50,27.1,27.62,40.75,13.13,
8,DCH,04:00:00.002,54:56:54.032,2,1,Capacitytest,12.75,-3.50,27.3,26.74,40.75,14.00,
8,DCH,04:15:00.001,55:11:54.031,2,1,Capacitytest,12.73,-3.49,27.3,25.87,40.75,14.88,
8,DCH,04:30:00.002,55:26:54.032,2,1,Capacitytest,12.71,-3.50,27.1,24.99,40.75,15.76,
8,DCH,04:45:00.003,55:41:54.033,2,1,Capacitytest,12.70,-3.50,27.1,24.12,40.75,16.63,
8,DCH,05:00:00.003,55:56:54.033,2,1,Capacitytest,12.68,-3.50,27.3,23.24,40.75,17.51,
8,DCH,05:15:00.003,56:11:54.033,2,1,Capacitytest,12.66,-3.50,27.1,22.37,40.75,18.38,
8,DCH,05:30:00.002,56:26:54.032,2,1,Capacitytest,12.64,-3.50,27.3,21.49,40.75,19.26,
8,DCH,05:45:00.002,56:41:54.032,2,1,Capacitytest,12.62,-3.49,27.3,20.62,40.75,20.13,
8,DCH,06:00:00.001,56:56:54.031,2,1,Capacitytest,12.59,-3.50,27.3,19.74,40.75,21.01,
8,DCH,06:15:00.002,57:11:54.032,2,1,Capacitytest,12.57,-3.49,27.3,18.86,40.75,21.88,
8,DCH,06:30:00.000,57:26:54.030,2,1,Capacitytest,12.54,-3.49,27.1,17.99,40.75,22.76,
8,DCH,06:45:00.001,57:41:54.031,2,1,Capacitytest,12.51,-3.50,27.1,17.11,40.75,23.63,
8,DCH,07:00:00.001,57:56:54.031,2,1,Capacitytest,12.46,-3.49,27.1,16.24,40.75,24.51,
8,DCH,07:15:00.001,58:11:54.031,2,1,Capacitytest,12.37,-3.50,27.1,15.36,40.75,25.38,
8,DCH,07:26:43.928,58:23:37.958,2,1,Capacitytest,10.50,-3.49,27.0,14.68,40.75,26.07,
8,DCH,07:26:43.928,58:23:37.958,2,1,Capacitytest,10.50,-3.49,,,,,
9,PAU,00:00:00.000,58:23:37.960,2,1,Capacitytest,10.50,0.00,,,,,
9,PAU,00:00:00.000,58:23:37.960,2,1,Capacitytest,10.50,0.00,27.0,14.68,40.75,26.07,
9,PAU,00:15:00.000,58:38:37.960,2,1,Capacitytest,12.57,0.00,27.3,14.68,40.75,26.07,
9,PAU,00:30:00.001,58:53:37.961,2,1,Capacitytest,12.62,0.00,27.1,14.68,40.75,26.07,
9,PAU,00:45:00.002,59:08:37.962,2,1,Capacitytest,12.66,0.00,27.1,14.68,40.75,26.07,
9,PAU,01:00:00.001,59:23:37.961,2,1,Capacitytest,12.69,0.00,27.0,14.68,40.75,26.07,
9,PAU,01:15:00.002,59:38:37.962,2,1,Capacitytest,12.71,0.00,27.0,14.68,40.75,26.07,
9,PAU,01:30:00.001,59:53:37.961,2,1,Capacitytest,12.73,0.00,27.1,14.68,40.75,26.07,
9,PAU,01:45:00.002,60:08:37.962,2,1,Capacitytest,12.74,0.00,27.3,14.68,40.75,26.07,
9,PAU,02:00:00.000,60:23:37.960,2,1,Capacitytest,12.75,0.00,27.1,14.68,40.75,26.07,
9,PAU,02:00:00.000,60:23:37.960,2,1,Capacitytest,12.75,0.00,27.1,14.68,40.75,26.07,
9,PAU,02:00:00.000,60:23:37.960,2,1,Capacitytest,12.75,0.00,,,,,
9999,STO,00:00:00.000,60:23:37.962,0,0,Capacitytest,12.75,0.00,,,,,
9999,STO,00:00:00.000,60:23:37.962,0,0,Capacitytest,0.00,0.00,27.1,14.68,40.75,26.07,
9999,STO,00:00:00.000,60:23:37.962,0,0,Capacitytest,0.00,0.00,27.1,14.68,40.75,26.07,
9999,STO,00:00:00.000,60:23:37.962,0,0,Capacitytest,0.00,0.00,,,,,
9999,STO,00:00:00.000,60:23:37.962,0,0,Capacitytest,0.00,0.00,,,,,
