

Measurement ID,7646
Battery Name,HR12-9
Battery Type,AGM VRLA
Circuit,Eis_080
Program,312 - UCT_AST9AH_EIS
Start Time,2024/05/15 14:28:04
End Time,2024/05/15 14:36:48
Test section,TS007456
Comment,UCT_AST_B03_+00
OrderNo,UCT002
Producer,ASTERION
Type,AGM VRLA
Nominal Voltage,12
Nominal Current,1
Nominal Capacity,9
Cells,6
Maximum Voltage,12.9
Gassing Voltage,14.4
Break Voltage,10.5
Charge Factor,0
Impedance,0
Cold Cranking Current,2.7
Energy Density,0
Comment,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,Status,U1,Zreal1,Zimg1,ActFreq,EisError,AACStart,MinIntervalTime,CountOfPeriods,VRelativ,AAmplitude,NomVal1,Phase1,U2,U3,Zreal2,Zreal3,Zimg2,Zimg3,NomVal2,Phase2,NomVal3,Phase3,EisStart,EisFinish,
[],[],[hh:mm:ss.ttt],[hh:mm:ss.ttt],[],[],[],[V],[A],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EisStart],[EisFinish],
3,MSG,00:00:00.000,00:00:05.045,0,0,UCT_AST9AH_EIS,StartFreq: 3.000 EndFreq: 3000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.045,0,0,UCT_AST9AH_EIS,MvIdeal:    36 AAcStart:  0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.045,0,0,UCT_AST9AH_EIS,Time: 10.000 Peri:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,EIS,00:00:32.867,00:00:37.912,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,3000.000,0,9,14,36,1,16.00000,12.62276,52.38032,4.82292,3000.000,0.00000,0.01,10.00,3,0,0.05,52.60189,5.26068,12.62359,12.62491,52.36343,52.36176,4.94692,4.93329,52.59659,5.39688,52.59365,5.38226,0,0,
3,EIS,00:00:49.732,00:00:54.777,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,2249.683,0,9,14,36,2,16.00000,12.62335,52.28454,2.92407,2232.558,0.00000,0.01,10.00,3,0,0.05,52.36624,3.20100,12.62403,12.62477,52.27167,52.27257,3.00643,3.00156,52.35805,3.29176,52.35868,3.28639,0,0,
3,EIS,00:01:06.796,00:01:11.841,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,1687.024,0,9,14,36,3,16.00000,12.62460,52.34382,1.45718,1684.211,0.00000,0.01,10.00,3,0,0.05,52.36410,1.59462,12.62378,12.62363,52.33903,52.33434,1.52835,1.51458,52.36134,1.67262,52.35625,1.65771,0,0,
3,EIS,00:01:24.200,00:01:29.245,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,1265.090,0,9,14,36,4,16.00000,12.62337,52.49217,0.19389,1263.158,0.00000,0.01,10.00,3,0,0.05,52.49253,0.21164,12.62525,12.62491,52.50375,52.50787,0.25734,0.25044,52.50438,0.28082,52.50846,0.27328,0,0,
3,EIS,00:01:41.592,00:01:46.637,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,948.683,0,9,14,36,5,16.00000,12.62151,52.74753,-0.87173,950.495,0.00000,0.01,10.00,3,0,0.05,52.75473,-0.94681,12.62375,12.62643,52.74474,52.74981,-0.83041,-0.83365,52.75127,-0.90198,52.75640,-0.90542,0,0,
3,EIS,00:01:59.252,00:02:04.297,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,711.412,0,9,14,36,6,16.00000,12.62333,53.11904,-1.84607,711.111,0.00000,0.01,10.00,3,0,0.05,53.15111,-1.99042,12.62232,12.62665,53.12371,53.12031,-1.80960,-1.81417,53.15452,-1.95096,53.15128,-1.95601,0,0,
3,EIS,00:02:17.445,00:02:22.490,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,533.484,0,9,14,36,7,16.00000,12.62560,53.56464,-2.73657,533.333,0.00000,0.01,10.00,3,0,0.05,53.63450,-2.92465,12.62375,12.62660,53.56996,53.56244,-2.71129,-2.71348,53.63853,-2.89739,53.63113,-2.90014,0,0,
3,EIS,00:02:35.970,00:02:41.015,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,400.056,0,9,14,36,8,16.00000,12.62326,54.13609,-3.57311,400.000,0.00000,0.01,10.00,3,0,0.05,54.25388,-3.77618,12.62574,12.62557,54.15229,54.14907,-3.57439,-3.57079,54.27013,-3.77640,54.26668,-3.77283,0,0,
3,EIS,00:02:55.178,00:03:00.223,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,300.000,0,9,14,36,9,16.00000,12.62325,54.81918,-4.42735,300.000,0.00000,0.01,10.00,3,0,0.05,54.99767,-4.61735,12.62577,12.62250,54.81363,54.81413,-4.40455,-4.40697,54.99031,-4.59413,54.99101,-4.59660,0,0,
3,EIS,00:03:15.262,00:03:20.307,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,224.968,0,9,14,36,10,16.00000,12.62322,55.48849,-5.24702,224.824,0.00000,0.01,10.00,3,0,0.05,55.73602,-5.40185,12.62208,12.62264,55.50043,55.49495,-5.23869,-5.24013,55.74712,-5.39218,55.74180,-5.39419,0,0,
3,EIS,00:03:34.302,00:03:39.347,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,168.702,0,9,14,36,11,16.00000,12.62314,56.28989,-6.11887,168.421,0.00000,0.01,10.00,3,0,0.05,56.62149,-6.20385,12.62441,12.62299,56.27786,56.27459,-6.11341,-6.11811,56.60894,-6.19967,56.60619,-6.20476,0,0,
3,EIS,00:03:54.074,00:03:59.119,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,126.509,0,9,14,36,12,16.00000,12.62027,57.06331,-7.12391,126.649,0.00000,0.01,10.00,3,0,0.05,57.50627,-7.11611,12.62357,12.62201,57.05322,57.05504,-7.11375,-7.11494,57.49500,-7.10732,57.49696,-7.10827,0,0,
3,EIS,00:04:14.594,00:04:19.639,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,94.868,0,9,14,36,13,16.00000,12.62311,57.90364,-8.35087,94.862,0.00000,0.01,10.00,3,0,0.05,58.50272,-8.20662,12.62398,12.62735,57.88757,57.88243,-8.33388,-8.34300,58.48439,-8.19239,58.48061,-8.20195,0,0,
3,EIS,00:04:33.955,00:04:39.000,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,71.141,0,9,14,36,14,16.00000,12.62312,58.77354,-9.86545,71.217,0.00000,0.01,10.00,3,0,0.05,59.59578,-9.52857,12.62385,12.62196,58.76201,58.76149,-9.86370,-9.86598,59.58411,-9.52875,59.58397,-9.53099,0,0,
3,EIS,00:04:54.931,00:04:59.976,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,53.348,0,9,14,36,15,16.00000,12.62035,59.76185,-11.85460,53.333,0.00000,0.01,10.00,3,0,0.05,60.92627,-11.21978,12.62355,12.62664,59.76617,59.76125,-11.84679,-11.85805,60.92899,-11.21178,60.92635,-11.22307,0,0,
3,EIS,00:05:13.777,00:05:18.822,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,40.006,0,9,14,36,16,16.00000,12.62307,60.93106,-14.40239,40.000,0.00000,0.01,10.00,3,0,0.05,62.61008,-13.29902,12.62603,12.62522,60.92494,60.92114,-14.40883,-14.40525,62.60561,-13.30604,62.60109,-13.30366,0,0,
3,EIS,00:05:33.692,00:05:38.737,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,30.000,0,9,14,36,17,16.00000,12.62438,62.37426,-17.67235,30.000,0.00000,0.01,10.00,3,0,0.05,64.82947,-15.81889,12.62350,12.62193,62.37832,62.37702,-17.66920,-17.65829,64.83252,-15.81524,64.82830,-15.80627,0,0,
3,EIS,00:05:52.727,00:05:57.772,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,22.497,0,9,14,36,18,16.00000,12.61992,64.29193,-21.85021,22.472,0.00000,0.01,10.00,3,0,0.05,67.90349,-18.77080,12.62350,12.62759,64.26859,64.28549,-21.81893,-21.83200,67.87133,-18.75215,67.89153,-18.75801,0,0,
3,EIS,00:06:12.288,00:06:17.333,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,16.870,0,9,14,36,19,16.00000,12.62298,66.90749,-26.99609,16.854,0.00000,0.01,10.00,3,0,0.05,72.14846,-21.97328,12.62016,12.62601,66.90329,66.90829,-26.99449,-26.99421,72.14398,-21.97335,72.14851,-21.97166,0,0,
3,EIS,00:06:33.077,00:06:38.122,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,12.651,0,9,14,36,20,16.00000,12.62401,70.37440,-33.34449,12.658,0.00000,0.01,10.00,3,0,0.05,77.87433,-25.35232,12.62353,12.62799,70.35828,70.36938,-33.35549,-33.32557,77.86447,-25.36472,77.86169,-25.34133,0,0,
3,EIS,00:06:52.440,00:06:57.485,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,9.487,0,9,14,36,21,16.00000,12.62300,75.27987,-41.01735,9.494,0.00000,0.01,10.00,3,0,0.05,85.72912,-28.58441,12.61941,12.62287,75.25088,75.27212,-40.96641,-40.97607,85.67930,-28.56378,85.70257,-28.56265,0,0,
3,EIS,00:07:12.675,00:07:17.720,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,7.114,0,9,14,36,22,16.00000,12.62748,82.13495,-49.93568,7.109,0.00000,0.01,10.00,3,0,0.05,96.12348,-31.29839,12.62349,12.62480,82.11017,82.10854,-49.88924,-49.94038,96.07818,-31.28241,96.10335,-31.30897,0,0,
3,EIS,00:07:31.466,00:07:36.511,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,5.335,0,9,14,36,23,16.00000,12.62293,91.52821,-59.60163,5.338,0.00000,0.01,10.00,3,0,0.05,109.22348,-33.07150,12.62672,12.62037,91.49720,91.43057,-59.58992,-59.59942,109.19110,-33.07523,109.14046,-33.09850,0,0,
3,EIS,00:07:51.332,00:07:56.377,0,0,UCT_AST9AH_EIS,,,3.00,3000.00,4.001,0,9,14,36,24,16.00000,12.62293,103.73297,-69.33214,4.000,0.00000,0.01,10.00,3,0,0.05,124.76969,-33.75763,12.61805,12.63110,103.80869,103.75121,-69.29865,-69.36610,124.81405,-33.72554,124.80373,-33.76594,0,0,
