

Measurement ID,7575
Battery Name,HR12-9
Battery Type,AGM VRLA
Circuit,Eis_080
Program,312 - UCT_AST9AH_EIS
Start Time,2024/05/13 10:18:54
End Time,2024/05/13 10:27:30
Test section,EIS00001
Comment,UCT_AST_CXX_RT TEST RUN 3
OrderNo,UCT002
Producer,ASTERION
Type,AGM VRLA
Nominal Voltage,12
Nominal Current,1
Nominal Capacity,9
Cells,6
Maximum Voltage,12.9
Gassing Voltage,14.4
Break Voltage,10.5
Charge Factor,0
Impedance,0
Cold Cranking Current,2.7
Energy Density,0
Comment,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,Status,U1,Zreal1,Zimg1,ActFreq,EisError,AACStart,MinIntervalTime,CountOfPeriods,VRelativ,AAmplitude,NomVal1,Phase1,U2,U3,Zreal2,Zreal3,Zimg2,Zimg3,NomVal2,Phase2,NomVal3,Phase3,EisStart,EisFinish,
[],[],[hh:mm:ss.ttt],[hh:mm:ss.ttt],[],[],[],[V],[A],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EIS],[EisStart],[EisFinish],
3,MSG,00:00:00.000,00:00:05.036,0,0,UCT_AST9AH_EIS,StartFreq: 5.000 EndFreq: 5000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.036,0,0,UCT_AST9AH_EIS,MvIdeal:    36 AAcStart:  0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MSG,00:00:00.000,00:00:05.036,0,0,UCT_AST9AH_EIS,Time: 10.000 Peri:  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,EIS,00:00:32.284,00:00:37.320,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,5000.000,0,9,14,36,1,16.00000,12.44825,25.21906,6.72390,5052.631,0.00000,0.01,10.00,3,0,0.05,26.10003,14.92890,12.44855,12.45070,25.18887,25.20070,6.88809,6.72915,26.11369,15.29406,26.08365,14.95043,0,0,
3,EIS,00:00:48.988,00:00:54.024,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,3749.471,0,9,14,36,2,16.00000,12.05468,16.36956,7.03473,3692.308,0.00000,0.01,10.00,3,0,0.05,17.81712,23.25536,12.27288,12.06382,1.71283,-0.28784,0.69169,-0.26923,1.84722,21.99018,0.39413,43.08611,0,0,
3,EIS,00:01:05.955,00:01:10.991,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,2811.707,0,9,14,36,3,16.00000,12.03841,16.31071,5.46752,2823.529,0.00000,0.01,10.00,3,0,0.05,17.20270,18.53169,12.03828,12.26332,1.78167,-0.10802,0.58002,-0.11984,1.87371,18.03262,0.16134,47.97117,0,0,
3,EIS,00:01:22.650,00:01:27.686,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,2108.483,0,9,14,36,4,16.00000,12.03196,15.76482,3.98884,2086.957,0.00000,0.01,10.00,3,0,0.05,16.26162,14.19906,12.26231,12.04008,2.14212,0.29729,0.53795,0.02703,2.20864,14.09727,0.29851,5.19584,0,0,
3,EIS,00:01:39.898,00:01:44.934,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,1581.139,0,9,14,36,5,16.00000,12.26521,15.20682,2.95854,1573.771,0.00000,0.01,10.00,3,0,0.05,15.49194,11.00954,12.03116,12.03734,2.46039,0.66982,0.48562,0.10455,2.50785,11.16526,0.67793,8.87115,0,0,
3,EIS,00:01:57.018,00:02:02.054,0,0,UCT_AST9AH_EIS,,,5.00,5000.00,1185.687,0,9,14,36,6,16.00000,12.02881,14.66783,2.17595,1185.185,0.00000,0.01,10.00,3,0,0.05,14.82835,8.43820,12.27098,12.03632,2.68703,0.95734,0.40651,0.12098,2.71760,8.60292,0.96496,7.20241,0,0,
